text ner
in O
Voltas "U-Companies worked at"


• O
Area B-Designation
Sales I-Designation
Manager L-Designation
in O
Alkem "U-Companies worked at"

Sales B-Designation
Officer L-Designation
Cadila "B-Companies worked at"
Pharmaceuticals "L-Companies worked at"

EDUCATION O
Bachelor B-Degree
's I-Degree
in I-Degree
Pharmacy L-Degree
University O
of O
Poona O
- O
Pune O
, O
Maharashtra O
August O
1999 O
Diploma B-Degree
in I-Degree
Indian I-Degree
Chamber I-Degree
of I-Degree
Merchants L-Degree

PGDBM O
K.C.College O


SKILLS O

MARKETING O
( O
1 O
year O
) O
, O
INTERNATIONAL O
EXPORT O
( O
Less O
than O
1 O
year O
) O
, O
LOGISTICS O
( O
Less O
than O
1 O
year O
) O
, O
PROBLEM O
SOLVING O
( O
Less O
than O
1 O
year O
) O
, O
TEAM O
BUILDING O
( O
Less O
than O
1 O
year O
) O

ADDITIONAL O
INFORMATION O
Skills O
Skill O
Skill O
Level O
Years O
of O
Experience O
Last O
Used O
International O
Export O
Standards O
Expert O
More O
than O
10 O
years O
1 O
month O
or O
less O
Technical O
& O
HR O
Management O
, O
Contractual O
& O
Expert O
More O
than O
10 O
years O
1 O
month O
or O
less O
Corporate O
Negotiations O
, O
Export O
/ O
Import O
Negotiations O
Team O
Building O
, O
Leadership O
, O
Negotiation O
, O
Logistics O
, O
Expert O
More O
than O
10 O
years O
1 O
month O
or O
less O
Skill O
Skill O
Level O
Years O
of O
Experience O
Last O
Used O
Analytical O
Thinking O
& O
Creative O
Problem O
Solving O
Languages O
Language O
Skill O
Level O
Years O
of O
Experience O
Last O
Used O
English O
Expert O
More O
than O
10 O
years O
1 O
month O
or O
less O
Ref O
: O
Sachin O
Nimgaokar O
( O
Ex O
- O
Voltas "U-Companies worked at"
Ltd. O
) O
Haseeb O
Ahmed O
( O
Akums O
International O
Marketing O
) O
Prasanna O
Ignatius O
MICROSOFT "U-Companies worked at"
- O
Backup B-Designation
Administrator L-Designation
Chennai O
, O
Tamil O
Nadu O
- O
Email O
me O
on O
Indeed O
: O
indeed.com O
/ O
r O
/ O
Prasanna- O
Ignatius/1404633e9449f641 O

• O
System O
's O
Engineering O
Professional O
with O
08 O
Years O
09 O
Months O
of O
Experience O
in O
Wipro O
InfoTech O

( O
From O
June O
2008 O
to O
May O
2014 O
) O
and O
HCL O
Technologies O
( O
From O
May O
2015 O
to O
April O
2018 O
) O
mostly O
as O
a O
Backup B-Designation
Administrator L-Designation


• O
Have O
Experience O
in O
Helpdesk O
, O
User O
Lifecycle O
Management O
( O
ULM O
) O
otherwise O
known O
as O
Access O
Management O
Team O
, O
Desktop O
Support O
, O
Remote O
Support O
, O
Data O
Center O
Operations O
and O
Backup O
Management O


• O
07 O
Years O
06 O
Months O
of O
Experience O
in O
Data O
Protection O
Manager O
( O
DPM O
) O
and O
05 O
Years O
in O
EMC O
Legato O
Networker O


• O
Having O
hands O
on O
Experience O
in O
Sun O
Solaris O
9 O
& O
Microsoft O
Windows O
Server O
2000 O
, O
2003 O

& O
2008 O
R2 O


• O
Expertise O
in O
concepts O
of O
end O
- O
to O
- O
end O
program O
planning O
and O
implementation O
from O
scope O
management O
, O
to O
activity O
sequencing O
, O
risk O
analysis O
to O
quality O
management O
in O
adherence O
to O
quality O
guidelines O
and O
norms O


• O
Technical O
Support O
, O
Troubleshooting O
, O
Debugging O
& O
Impact O
Analysis O


• O
A O
technology O
driven O
professional O
with O
08 O
+ O
Years O
of O
Experience O
in O
the O
areas O
of O
System O
Implementation O
and O
Maintenance O


• O
An O
effective O
Team O
Player O
with O
people O
management O
, O
demonstrating O
strong O
analytical O
, O
problem O
solving O
& O
co O
- O
ordination O
skills O
and O
ability O
to O
follow O
through O
with O
projects O
from O
inception O
to O
completion O


• O
Highly O
self O
- O
motivated O
and O
goal O
- O
oriented O
professional O
committed O
to O
pursuing O
a O
long O
- O
term O
career O


• O
Possess O
strong O
communication O
, O
collaboration O
& O
team O
building O
skills O
with O
proficiency O
at O
grasping O
new O
technical O
concepts O
quickly O
& O
utilize O
the O
same O
in O
a O
productive O
manner O


• O
Maintained O
project O
workbooks O
and O
responsible O
for O
internal O
quality O
audits O
for O
the O
account O


• O
Experienced O
Backup B-Designation
Administrator L-Designation
familiar O
with O
formulating O
organizational O
archive O
policies O


• O
Ready O
to O
apply O
learned O
skills O
to O
any O
corporate O
decision O
making O
process O
in O
regard O
to O
protecting O
data O


• O
Can O
research O
problem O
solve O
and O
communicate O
the O
best O
ways O
to O
perform O
and O
coordinate O
tasks O
throughout O
the O
organization O


WORK O
EXPERIENCE O
Backup B-Designation
Administrator L-Designation

HCL O
- O
May O
2015 O
to O
April O
2018 O
Mostly O
worked O
as O
a O
Backup B-Designation
Administrator L-Designation
MICROSOFT "U-Companies worked at"
- O
Backup B-Designation
Administrator L-Designation

HCL O
TECHNOLOGIES O
- O
Hyderabad O
, O
Telangana O
- O
May O
2015 O
to O
November O
2017 O
https://www.indeed.com/r/Prasanna-Ignatius/1404633e9449f641?isid=rex-download&ikw=download-top&co=IN O
https://www.indeed.com/r/Prasanna-Ignatius/1404633e9449f641?isid=rex-download&ikw=download-top&co=IN O
data O
using O
Symantec O
Backup O
Exec O
Moved O
300 O
+ O
Assets O
successfully O
from O
one O
location O
to O
another O
which O
includes O
Servers O
and O
Storages O


ADITYA O
BIRLA O
FINANCIAL O
SERVICES O
GROUP O
- O
Mumbai O
, O
Maharashtra O
- O
February O
2014 O
to O
March O
2014 O
Location O
: O
Mumbai O

TATA O
AIA O
LIFE O
INSURANCE O
COMPANY O
- O
Helpdesk O
- O
Mumbai O
, O
Maharashtra O
- O
September O
2008 O
to O
December O
2013 O

ULM O
) O
otherwise O
known O
as O
Access O
Management O
Team O
, O
Desktop O
Support O
, O
Remote O
Support O
, O
Data O
Center O
Operations O
and O
Backup O
Management O
Duration O
: O
September O
2008 O
- O
December O
2013 O
Location O
: O
Mumbai O
Program O
Description O
: O
Tata O
AIA O
Life O
Insurance O
Company O
Limited O
( O
Tata O
AIA O
Life O
) O
is O
a O
joint O
venture O
company O
, O
formed O
by O
Tata O
Sons O
and O
AIA O
Group O
Limited O
( O
AIA O
) O
Tata O
AIA O
Life O
combines O
Tata O
's O
pre- O
eminent O
leadership O
position O
in O
India O
and O
AIA O
's O
presence O
as O
the O
largest O
, O
independent O
listed O
pan- O
Asia O
life O
insurance O
group O
in O
the O
world O
spanning O
17 O
markets O
in O
Asia O
Pacific O
Tata O
Sons O
holds O
a O
majority O
stake O
( O
74 O
per O
cent O
) O
in O
the O
company O
and O
AIA O
holds O
26 O
per O
cent O
through O
an O
AIA O
Group O
company O
Tata O
AIA O
Life O
Insurance O
Company O
Limited O
was O
licensed O
to O
operate O
in O
India O
on O
February O

12 O
, O
2001 O
and O
started O
operations O
on O
April O
1 O
, O
2001 O


WIPRO O
INFOTECH O
- O
Mumbai O
, O
Maharashtra O
- O
August O
2008 O
to O
September O
2008 O
Location O
: O
Mumbai O

EDUCATION O

MS -
in -
Systems -
Engineering -
in -
Systems -
Engineering -
BITS "B-Companies worked at"
Pilani "L-Companies worked at"
- O
Pilani O
, O
Rajasthan O

2008 O
to O
2012 O
B.Sc -
in -
Computer -
Science -
Bishop O
Ambrose O
College O
, O
Bharathiar O
University O
- O
Coimbatore O
, O
Tamil O
Nadu O

2005 O
to O
2008 O

HSC O
State O
Board O

2004 O
to O
2005 O

SKILLS O
Microsoft O
DPM O
, O
EMC O
Legato O
Networker O
& O
Symantec O
Backup O
Exec O

ADDITIONAL O
INFORMATION O
Skill O
Set O

• O
Wide O
experience O
with O
EMC O
Legato O
Networker O
& O
Microsoft O
Data O
Protection O
Manager O
( O
Backup O

& O
Restoration O
) O

• O
Providing O
Technical O
, O
Functional O
and O
Operational O
Support O
to O
users O
in O
the O
implementation O
and O
use O
of O
Software O
Applications O
& O
Installation O
, O
Configuration O
, O
Troubleshooting O
of O
Backup O
Libraries O
and O
Server O
's O


• O
Providing O
support O
for O
the O
process O
such O
as O
Incident O
/ O
Problem O
/ O
Service O
Request O
/ O
Change O


• O
Providing O
training O
, O
troubleshooting O
, O
technical O
advice O
and O
direction O
to O
other O
members O
of O
the O
team O


• O
Managing O
the O
Backup O
infrastructure O
to O
ensure O
all O
Service O
Level O
Agreements O
are O
met O


• O
Managing O
and O
creating O
different O
types O
of O
the O
policies O
for O
the O
Backup O
jobs O


• O
Monitoring O
daily O
Backup O
status O
, O
handling O
tape O
changes O
, O
troubleshooting O
of O
tape O
libraries O
and O
drives O
, O
restoration O
of O
missing O
files O
/ O
directories O
and O
other O
Backup O
related O
activities O


• O
Scheduling O
the O
Backup O
's O
as O
per O
the O
change O
requirements O
by O
overriding O
the O
schedule O
as O
and O
when O
required O


• O
DR O
restoration O
on O
a O
monthly O
basis O
for O
mission O
critical O
Servers O
and O
checking O
the O
data O
integrity O


• O
Creating O
and O
maintaining O
process O
and O
procedures O
run O
book O
for O
data O
center O
processes O


• O
Maintaining O
Backup O
data O
for O
a O
24×7 O
office O


• O
Working O
with O
offsite O
storage O
vendors O
for O
tapes O


• O
Strong O
ability O
to O
organize O
and O
schedule O
tasks O
as O
per O
realistic O
actions O
plans O


• O
Superior O
ability O
to O
work O
independently O
in O
a O
demanding O
environment O


• O
Report O
Generation O
- O
Daily O
, O
weekly O
and O
monthly O
reports O
on O
Major O
Incidents O

Technical O
Skills O

• O
In O
- O
depth O
knowledge O
in O
Configuration O
, O
Installation O
and O
Troubleshooting O
of O
Microsoft O
Data O
Protection O
Manager O


• O
Have O
Knowledge O
in O
installing O
DPM O
and O
Central O
Console O
, O
upgrading O
, O
repairing O
, O
and O
uninstalling O


• O
Experienced O
in O
DPM O
protection O
agent O
, O
and O
setting O
up O
protection O
for O
computers O
, O
servers O
, O
and O
workloads O


• O
Experienced O
in O
Troubleshooting O
DPM O
errors O
and O
issues O


• O
In O
- O
depth O
troubleshooting O
of O
Backup O
and O
Restore O
failures O
on O
Windows O


• O
Performed O
Data O
Restorations O
for O
Server O
, O
File O
System O
and/or O
Databases O
from O
the O
tape O
& O
disk O
libraries O
upon O
customer O
request O
in O
a O
calm O
and O
controlled O
fashion O
while O
maintaining O
consistent O
communication O
with O
the O
customer O


• O
Performed O
an O
analysis O
of O
CPU O
/ O
Memory O
/ O
Disk O
Utilization O
for O
Critical O
Platforms O
/ O
Server O
's O


• O
Performed O
EOD O
Activities O
on O
SQL O
& O
Window O
's O
based O
Platforms O


• O
Performed O
SQL O
& O
Oracle O
DB O
Backup O
's O
and O
Restoration O
Dinesh O
Pawa O
Navi O
Mumbai O
, O
Maharashtra O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com O
/ O
r O
/ O
Dinesh- O
Pawa/9479f8a215b12e32 O

WORK O
EXPERIENCE O
Operations B-Designation
Manager I-Designation
/ I-Designation
Owner L-Designation

J -
D -
Printers -
Pvt -
Ltd -
- O
Navi O
Mumbai O
, O
Maharashtra O
- O
April O
2005 O
to O
Present O
Taking O
care O
of O
complete O
operational O
running O
of O
the O
business O
from O
sales O
to O
purchase O
to O
production O
with O
more O
than O
20 O
year O
's O
experience O

EDUCATION O
Graduation B-Degree
in I-Degree
Commerce L-Degree
Navi O
Mumbai O
, O
Maharashtra O

SKILLS O
Corel O
Draw O
, O
Word O
, O
etc O
( O
2 O
years O
) O
https://www.indeed.com/r/Dinesh-Pawa/9479f8a215b12e32?isid=rex-download&ikw=download-top&co=IN O
https://www.indeed.com/r/Dinesh-Pawa/9479f8a215b12e32?isid=rex-download&ikw=download-top&co=IN O
Neeraj O
Dwivedi O
Senior B-Designation
Sales I-Designation
Executive L-Designation
- O
Kansai "B-Companies worked at"
Nerolac "I-Companies worked at"
Paints "I-Companies worked at"
Ltd "L-Companies worked at"
Mumbai O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Neeraj-Dwivedi/8f053ed44cdef8b2 O

WORK O
EXPERIENCE O
Senior B-Designation
Sales I-Designation
Executive L-Designation
Kansai "B-Companies worked at"
Nerolac "I-Companies worked at"
Paints "I-Companies worked at"
Ltd "L-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
- O
August O
2017 O
to O
Present O
Increased O
the O
sales O
from O
-22 O
% O
to O
+6 O
% O
through O
existing O
dealers O
and O
prospecting O
new O
dealers O
to O
achieve O
the O
target O
within O
6 O
months O
of O
joining O


• O
Maintaining O
excellent O
relations O
with O
dealers O
to O
increase O
revenue O
by O
10 O
% O


• O
Management O
of O
sales O
team O
( O
up O
to O
3 O
members O
) O

• O
Achieved O
monthly O
targets O
amounting O
to O
40 O
- O
60 O
lakhs O
monthly O
with O
timely O
collection O


• O
Maintain O
accounts O
clarity O
with O
dealers O
and O
ensure O
that O
the O
credit O
notes O
reach O
the O
dealers O
on O
time O


• O
Business O
development O
by O
conducting O
regular O
meetings O
with O
influencers O
such O
as O
architects O
, O
building O
contractors O
, O
housing O
societies O
, O
painters O


• O
Ensuring O
proper O
visibility O
of O
the O
products O
at O
various O
counters O
while O
also O
managing O
field O
development O
using O
new O
sign O
boards O
and O
painter O
meets O


• O
Provide O
Briefing O
to O
the O
dealers O
about O
the O
new O
schemes O
and O
target O
products O


• O
Handling O
depot O
and O
ensuring O
the O
proper O
service O
and O
support O
to O
the O
market O
and O
at O
the O
same O
time O
handling O
the O
depot O
team O
of O
14 O
- O
15 O
members O


• O
Handled O
the O
entire O
western O
and O
south O
market O
of O
Mumbai O
( O
From O
Churchgate O
to O
Dahanu O
) O

• O
Presently O
handling O
two O
territories O
Vasai O
and O
Virar O
( O
Mira O
Road O
To O
Dahanu O
) O

• O
Developed O
the O
Bhayandar O
and O
Mira O
Road O
market O
which O
was O
almost O
dead O
for O
the O
company O

Senior B-Designation
Sales I-Designation
Executive L-Designation
GreenPly "B-Companies worked at"
Industries "I-Companies worked at"
Ltd "L-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
- O
August O
2015 O
to O
August O
2017 O
Building O
the O
business O
within O
the O
territory O
using O
a O
variety O
of O
sales O
techniques O


• O
Targeting O
potential O
dealers O
and O
distributors O
and O
assessing O
opportunities O
for O
sales O


• O
Arranging O
potential O
dealers O
meetings O
and O
selling O
products O
offering O


• O
Team O
handling O
and O
Achieving O
Primary O
and O
secondary O
sales O
figures O
as O
well O
individually O
and O
along O
with O
team O


• O
Create O
and O
execute O
a O
territory O
sales O
and O
channel O
development O
plan O
that O
meets O
or O
exceeds O
established O
sales O
quotas O
and O
supports O
Company O
revenue O
and O
profit O
targets O


• O
Complete O
sales O
activity O
reports O
and O
presentations O
in O
a O
timely O
manner O
Appointed O
150 O
dealers O
and O
3 O
distributors O
for O
wall O
- O
coverings O
imported O
by O
Greenply O

Area B-Designation
Sales I-Designation
Manager L-Designation
Gloob "B-Companies worked at"
Décor "I-Companies worked at"
Interior "I-Companies worked at"
Design "I-Companies worked at"
Pvt "I-Companies worked at"
Ltd "L-Companies worked at"
- O
Pune O
, O
Maharashtra O
- O
https://www.indeed.com/r/Neeraj-Dwivedi/8f053ed44cdef8b2?isid=rex-download&ikw=download-top&co=IN O
July O
2014 O
to O
July O
2015 O
Mumbai O
, O
Rest O
of O
Maharashtra O
( O
Pune O
, O
Nashik O
, O
Kolhapur O
and O
more O
) O
, O
Goa O
, O
Jaipur O
Area B-Designation
Sales I-Designation
Manager L-Designation
( O
July O
2014 O
- O
July O
2015 O
) O

• O
Planning O
and O
scheduling O
individual/ O
team O
assignments O
to O
achieve O
the O
pre O
set O
goals O
within O
time O
, O
quality O
and O
cost O
parameters O
Formulating O
long O
term O
/ O
short O
term O
strategic O
plans O
to O
enhance O
operations O


• O
Tracking O
market/ O
competitor O
trends O
to O
keep O
a O
track O
regarding O
changing O
client O
's O
requirement/ O
expectations O


• O
Dealer/ O
distributor O
channel O
visiting O
, O
handling O
channel O
sales O
team O
( O
up O
to O
6 O
members O
) O
across O
Maharashtra O
, O
Mumbai O
and O
Goa O


• O
Business O
development O
and O
Team O
Management O


• O
Developed O
the O
market O
for O
Pune O
, O
Kolhapur O
, O
Jaipur O
and O
appointed O
2 O
franchisee O
stores O
and O
3 O
distributors O
( O
35 O
- O
40 O
lakhs O
investment O
) O
Internship O
Mumbai O
, O
Maharashtra O
- O
February O
2014 O
to O
May O
2014 O
Provided O
career O
counseling O
and O
vocational O
training O
to O
the O
students O

Project O
Management O

AARK O
alliance O
- O
Delhi O
, O
Delhi O
- O
May O
2013 O
to O
July O
2013 O
Project O
: O
Sales O
and O
Customer O
service O
of O
construction O
equipments O

EDUCATION O
MMS U-Degree
Maratha O
Mandir O
Babasaheb O
Gawde O
Institute O
of O
Management O
studies O
, O
mumbai O

SKILLS O

SALES O
( O
4 O
years O
) O
, O
SALES O
AND O
( O
2 O
years O
) O
, O
TEAM O
MANAGEMENT O
( O
1 O
year O
) O
, O
AND O
MARKETING O
( O
Less O
than O
1 O
year O
) O
, O
BUSINESS O
MANAGEMENT O
( O
Less O
than O
1 O
year O
) O

ADDITIONAL O
INFORMATION O
Core O
Skills O
: O

• O
4 O
years O
of O
experience O
in O
corporate O
sales O
and O
marketing O


• O
Planing O
, O
strategizing O
and O
implementing O
business O
growth O
, O
requirement O
analysis O
and O
technical O
guidance O
for O
clients O

• O
Interpersonal O
skills O
, O
business O
management O
, O
negotiation O
skills O
, O
team O
management O
, O
lead O
generation O
, O
loyalty O
programs O
management O
Soft O
Skills O
: O

• O
SAP O
, O
CRM O
, O
MS O
word O
, O
MS O
excel O
, O
MS O
power O
point O
, O
Tally O
, O
ERP O
, O
Social O
Media O
Arpit O
Jain O
Quality B-Designation
Analyst L-Designation
- O
ThoughtWorks "B-Companies worked at"
Technologies "L-Companies worked at"
Pune O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Arpit-Jain/3714fe32f98b03a9 O

• O
Quality B-Designation
Analyst L-Designation
with O
a O
total O
experience O
of O
4 O
years O
in O
delivering O
quality O
software O

• O
Expertise O
in O
Agile O
Development O
Practices O


• O
Experience O
with O
Continuous O
Integration O
& O
amp O
; O
Delivery O

• O
Worked O
with O
Product O
Owners O
& O
amp O
; O
Business O
Analysts O
to O
incorporate O
the O
quality O
from O
initial O
phases O

• O
Awarded O
for O
going O
extra O
miles O
and O
making O
project O
deliveries O
possible O
on O
defined O
timelines O

• O
Active O
participation O
in O
recruitment O
activities O

• O
Organizer O
for O
the O
events O
for O
Quality O
Enthusiasts O
- O
vodQA O
, O
Pune O
Skills O
Manual O
Testing O
JavaScript O
Selenium O
WebDriver O

JASMINE O
GitHub O
Protractor O
Java O

MYSQL O

API O
Testing O
Willing O
to O
relocate O
to O
: O
Pune O
, O
Maharashtra O
- O
NCR O
, O
Delhi O

WORK O
EXPERIENCE -
Quality -
Analyst -
ThoughtWorks -
Technologies -
- O
April O
2016 O
to O
Present O
Alternative O
Assets O
Management O
Responsibilities O
: O

• O
Test O
Strategy O
Planning O
and O
Designing O

• O
Active O
Involvement O
in O
the O
Product O
Release O
Planning O

• O
Leading O
a O
team O
of O
4 O
QA O
's O

• O
UI O
testing O
on O
Mobile O
Browsers O
and O
Desktop O
Browsers O
https://www.indeed.com/r/Arpit-Jain/3714fe32f98b03a9?isid=rex-download&ikw=download-top&co=IN O

• O
Functional O
Automation O
Testing O
using O
Protractor O
and O
Selenium O
WebDriver O

• O
Iteration O
Management O
and O
working O
closely O
with O
Product O
Owners O

• O
API O
Testing O
using O
Frisby O
and O
Postman O

• O
Performance O
Testing O
using O
JMeter O

• O
Security O
Testing O
using O
ZAP O
Test O
Engineer O
( O
Infosys -
Ltd -
ThoughtWorks -
Technologies -
- O
June O
2014 O
to O
March O
2016 O
Pharmaceuticals O
Responsibilities O
: O

• O
White O
- O
Box O
Testing O
of O
Optimization O
Algorithms O

• O
Test O
Data O
Management O

• O
Test O
Data O
Generation O
using O
Pandas O
and O
JavaScript O
libraries O

• O
Functional O
Automation O
Testing O
using O
Protractor O

• O
Web O
performance O
metrics O
collector O
using O
Phantomas O
Jun O
2014 O
- O
Mar O
2016 O
Test O
Engineer O
( O
Infosys O
Ltd. O
) O
Project O
Domain O
: O
Banking O
Responsibilities O
: O

• O
Test O
Scenario O
and O
Test O
Case O
Preparation O

• O
Planning O
QA O
Activities O
and O
performing O
Regression O
Testing O
and O
UI O
Testing O

• O
Automating O
manual O
tasks O
by O
writing O
python O
scripts -
Quality -
Analyst -
ThoughtWorks -
Technologies -

EDUCATION -
B.Tech O
Jaypee O
Institute O
Of O
Information O
Technology O
- O
Noida O
, O
Uttar O
Pradesh O

2010 O
to O
2014 O

CBSE O
Green O
Valley O
Public O
School O
- O
Bhilwara O
, O
Rajasthan O

2010 O

CBSE O
New O
Look O
Central O
School O
- O
Bhilwara O
, O
Rajasthan O

2008 O

SKILLS O
Manual O
Testing O
, O
Protractor O
, O
Selenium O
Webdriver O
, O
Automation O
Testing O
, O
API O
Testing O

LINKS O
https://github.com/jainarpit O
https://www.linkedin.com/in/arpitj2402 O
https://github.com/jainarpit O
https://www.linkedin.com/in/arpitj2402 O
Ramesh O
HP O
CES B-Designation
ASSOCIATE I-Designation
CONSULTANT L-Designation
Bangalore O
, O
Karnataka O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Ramesh-HP/95fc615713630c4e O

• O
4 O
years O
of O
experience O
in O
engineering O
Technology O
software O
sales O
and O
strategic O
sourcing O
in O
B2B O
platform O


• O
Proven O
track O
record O
of O
generating O
increased O
revenue O
by O
involving O
in O
professional O
sales O
strategies O


• O
Responsible O
for O
software O
installation O
, O
network O
configuration O
, O
application O
integration O
with O
existing O
system O
and O
Technical O
support O


• O
Effectively O
work O
with O
cross O
functional O
teams O
to O
deliver O
right O
solutions O
to O
client O
's O
requirements O


• O
Complete O
involvement O
in O
client O
meetings O
with O
respect O
to O
requirement O
collection O
, O
suggesting O
solutions O
and O
financial O
negotiations O


• O
Good O
experience O
in O
account O
management O
, O
having O
a O
track O
record O
of O
generating O
repeated O
business O


• O
Responsible O
for O
report O
generation O
with O
respect O
qualified O
leads O
and O
expected O
commitments O
in O
closing O
deals O


• O
Worked O
on O
a O
multiple O
market O
sector O
, O
responsibility O
to O
manage O
sector O
wise O
market O
analysis O
and O
drive O
business O
parallely O

Willing O
to O
relocate O
: O
Anywhere O

WORK O
EXPERIENCE O
CES B-Designation
ASSOCIATE I-Designation
CONSULTANT L-Designation

SAP -
ARIBA -
- O
November O
2016 O
to O
October O
2017 O

• O
Responsible O
for O
supplier O
management O
via O
Ariba O
Discovery O
Which O
is O
B2B O
consulting O
platform O


• O
Strategic O
sourcing O
of O
supplier O
corresponding O
to O
the O
buyer O
's O
products O
& O
service O
based O
commodities O
globally O


• O
Effectively O
analyse O
and O
conduct O
commodity O
research O
on O
project O
description O
from O
the O
buyer O
's O
postings O


• O
Effective O
handling O
of O
multiple O
projects O
and O
converting O
potential O
leads O
into O
revenue O
for O
Ariba O


• O
Having O
track O
record O
of O
maintaining O
100 O
% O
revenue O
target O
by O
monthly O
& O
quarterly O


SALES O
ENGINEER O
- O
CONCEPT O
TECHNOLOGY O
SOLUTION O

- O
January O
2014 O
to O
November O
2016 O

• O
Effective O
selling O
of O
CAD O
, O
CAM O
& O
Analysis O
Software O
's O
Which O
has O
got O
multiple O
market O
sector O


• O
Generating O
qualified O
leads O
by O
sourcing O
market O
, O
sector O
wise O
& O
implementing O
sales O
action O
plans O


• O
Giving O
presentation O
about O
the O
company O
, O
products O
& O
service O
offers O


• O
Identifying O
the O
client O
requirements O
, O
Plan O
for O
proposing O
a O
solution O
by O
integrating O
with O
internal O
technical O
team O


• O
Provide O
value O
addition O
to O
the O
prospect O
by O
involving O
my O
superiors O
with O
client O
management O
team O

https://www.indeed.com/r/Ramesh-HP/95fc615713630c4e?isid=rex-download&ikw=download-top&co=IN O

• O
Responsible O
to O
make O
negotiations O
and O
up O
closing O
the O
deals O


• O
Provide O
technical O
support O
after O
sales O
and O
maintain O
healthy O
relationship O
with O
the O
prospect O


• O
Responsible O
to O
achieve O
targets O
monthly O
, O
quarterly O
& O
annually O


EDUCATION O
MCA B-Degree
in I-Degree
COMPUTER I-Degree
APPLICATION L-Degree
Dayananda O
Sagar O
College O
of O
Engineering O
- O
Bengaluru O
, O
Karnataka O
BACHELOR B-Degree
OF I-Degree
SCIENCE I-Degree
in I-Degree
Electronics L-Degree
Govt O
Science O
College O
- O
Hassan O
, O
Karnataka O

SKILLS O
Lead O
genearation O
, O
Customer O
Handling O
, O
cold O
calling O
, O
Negotiation O
, O
upselling O
, O
IT O
sales O
, O
outbound O
calling O
, O
Technical O
Support O
, O
sales O
forcasting O
, O
Software O
sale O
, O
product O
demonstration O
, O
cross O
selling O
, O
Inside O
Sales O
, O
Technical O
sales O
, O
MS O
office O
, O
software O
integration O
, O
Network O
Management O

ADDITIONAL O
INFORMATION O

• O
Excellent O
Communication O
both O
verbal O
& O
written O
MS O
- O
Office O

• O
Sales O
Forecasting O
SAP O
Business O
Objective O
Tool O

• O
Strategic O
Prospecting O
Ariba O
Network O
Admin O
Tool O

• O
Product O
Knowledge O
Ariba O
B2B O
Cloud O
Platform O

• O
Social O
Networking O

• O
Negotiation O

• O
Customer O
Relationship O
Management O

• O
Technical O
Support O
Aniket O
Bagul O
Assistant B-Designation
sales I-Designation
manager L-Designation
Thane O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Aniket-Bagul/ce2f8b034d97588f O
My O
goal O
is O
to O
become O
an O
associated O
with O
a O
company O
where O
I O
can O
utilize O
my O
skills O
and O
gain O
further O
experience O
while O
enhancing O
the O
company O
's O
productivity O
and O
reputation O


WORK O
EXPERIENCE O
Assistant B-Designation
sales I-Designation
manager L-Designation
Atulya "B-Companies worked at"
ventures "I-Companies worked at"
pvt "I-Companies worked at"
ltd "L-Companies worked at"
- O
November O
2015 O
to O
May O
2018 O
Meeting O
the O
potential O
client O

◦ O
Explaining O
them O
about O
the O
product O
and O
its O
features O


◦ O
Meeting O
the O
monthly O
sales O
targets O


◦ O
Reporting O
to O
the O
head O
of O
sales O
on O
day O
- O
to O
- O
day O
basis O

Previous O
organization O

• O
Voodoo O
men O
's O
retail O
- O
( O
July O
2011- O
October O
2015 O
) O

◦ O
Greet O
customers O
and O
ascertain O
what O
each O
customer O
wants O
or O
needs O


◦ O
Recommend O
, O
select O
, O
and O
help O
locate O
or O
obtain O
merchandise O
based O
on O
customer O
needs O
and O
desires O


◦ O
Inventory O
stock O
and O
requisition O
new O
stock O


EDUCATION O
BSc B-Degree
in I-Degree
Physics L-Degree
Mumbai O
University O
- O
Mumbai O
, O
Maharashtra O
https://www.indeed.com/r/Aniket-Bagul/ce2f8b034d97588f?isid=rex-download&ikw=download-top&co=IN O
Ajit O
Kumar O
Deputy -
Manager- -
Sale- O
West O
India O
- O
Career "B-Companies worked at"
Contour "L-Companies worked at"
Thane O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Ajit-Kumar/bb575ae82e0daffa O

WORK O
EXPERIENCE O
Deputy -
Manager- -
Sale- O
West O
India O
Career "B-Companies worked at"
Contour "L-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
- O
September O
2017 O
to O
April O
2018 O
September O
2017 O
to O
